SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
62170,China,Afghanistan,Tiger AV,APV,Armoured vehicles,2017,Yes,10,No,2017,No,New,0.14,0.14,1.4,No
26065,China,Albania,HY-2 CDS,coastal defence system,Sensors,1994,Yes,1,Yes,1995,No,New,15,15,15,No
26064,China,Albania,HY-2,anti-ship missile,Missiles,1994,No,15,Yes,1995,No,New,0.7,0.7,10.5,No
55802,China,Algeria,C-802A,anti-ship/land-attack missile,Missiles,2012,Yes,35,Yes,2016,Yes,New,1,1,35,No
55802,China,Algeria,C-802A,anti-ship/land-attack missile,Missiles,2012,Yes,15,Yes,2015,Yes,New,1,1,15,No
32502,China,Algeria,C-802,anti-ship missile,Missiles,1999,Yes,9,Yes,2001,Yes,New,0.9,0.9,8.1,No
32502,China,Algeria,C-802,anti-ship missile,Missiles,1999,Yes,8,Yes,2002,Yes,New,0.9,0.9,7.2,No
32502,China,Algeria,C-802,anti-ship missile,Missiles,1999,Yes,8,Yes,2000,Yes,New,0.9,0.9,7.2,No
50689,China,Algeria,Daxin -,training ship,Ships,2004,Yes,1,No,2006,No,New,65.6,65.6,65.6,No
62272,China,Algeria,CH-4A,UAV,Aircraft,2017,Yes,5,Yes,2018,Yes,New,3,3,15,No
65206,China,Algeria,Type-07 APC,APC,Armoured vehicles,2013,Yes,3,Yes,2014,Yes,New,0.35,0.35,1.05,No
57072,China,Algeria,PLZ-45 155mm,self-propelled gun,Artillery,2013,Yes,50,Yes,2014,No,New,1.35,1.35,67.5,No
64338,China,Algeria,WZ-502G APC,APC,Armoured vehicles,2013,Yes,10,Yes,2016,No,New,0.35,0.35,3.5,No
64338,China,Algeria,WZ-502G APC,APC,Armoured vehicles,2013,Yes,10,Yes,2017,Yes,New,0.35,0.35,3.5,No
65205,China,Algeria,PCZ-45,ALV,Armoured vehicles,2013,No,50,Yes,2014,Yes,New,0.5,0.5,25,No
65204,China,Algeria,Type-704,artillery locating radar,Sensors,2013,Yes,8,Yes,2014,Yes,New,8,8,64,No
36484,China,Algeria,WA-021 155mm,towed gun,Artillery,2007,Yes,18,Yes,2010,Yes,New,1,1,18,No
37654,China,Algeria,Type-347G,fire control radar,Sensors,2000,Yes,1,Yes,2000,Yes,New,2.5,2.5,2.5,No
37654,China,Algeria,Type-347G,fire control radar,Sensors,2000,Yes,1,Yes,2001,Yes,New,2.5,2.5,2.5,No
37654,China,Algeria,Type-347G,fire control radar,Sensors,2000,Yes,1,Yes,2002,Yes,New,2.5,2.5,2.5,No
37653,China,Algeria,Type-363,air search radar,Sensors,1983,Yes,1,No,2002,No,New,4.75,4.75,4.75,No
37653,China,Algeria,Type-363,air search radar,Sensors,1983,Yes,1,No,1995,No,New,4.75,4.75,4.75,No
61502,China,Algeria,SR-5,self-propelled MRL,Artillery,2016,Yes,18,Yes,2017,No,New,1.1,1.1,19.8,No
54877,China,Algeria,C-28A -,frigate,Ships,2012,Yes,1,No,2015,No,New,225.5,225.5,225.5,No
54877,China,Algeria,C-28A -,frigate,Ships,2012,Yes,2,No,2016,No,New,225.5,225.5,451,No
63452,China,Algeria,Red Arrow-12,anti-tank missile,Missiles,2019,Yes,100,Yes,2020,No,New,0.03,0.03,3,No
66137,China,Algeria,CLSI 120mm,mortar,Artillery,2021,Yes,10,Yes,2022,No,New,0.25,0.25,2.5,No
63240,China,Algeria,DWL-002,air search system,Sensors,2018,Yes,2,Yes,2019,Yes,New,12,12,24,No
63240,China,Algeria,DWL-002,air search system,Sensors,2018,Yes,2,Yes,2018,Yes,New,12,12,24,No
62273,China,Algeria,CH-3,armed UAV,Aircraft,2017,Yes,5,Yes,2018,Yes,New,2.4,2.4,12,No
59212,China,Algeria,FM-90,SAM,Missiles,2012,Yes,15,Yes,2015,No,New,0.15,0.15,2.25,No
59212,China,Algeria,FM-90,SAM,Missiles,2012,Yes,35,Yes,2016,No,New,0.15,0.15,5.25,No
62378,China,Algeria,W-86 120mm,mortar,Artillery,2017,No,10,Yes,2018,Yes,New,0.25,0.25,2.5,No
62379,China,Algeria,SM-4 120mm,self-propelled mortar,Artillery,2017,Yes,18,Yes,2018,Yes,New,0.6,0.6,10.8,No
56771,China,Angola,vehicle engine 301-400,vehicle engine,Engines,2013,No,45,Yes,2015,Yes,New,0.05,0.05,2.25,No
62562,China,Angola,K-8 -,trainer/combat aircraft,Aircraft,2018,No,12,Yes,2020,No,New,3.5,3.5,42,No
62912,China,Angola,MA-60 -,transport aircraft,Aircraft,2018,No,2,No,2019,No,New,8,8,16,No
60761,China,Angola,WZ-551,APC,Armoured vehicles,2015,Yes,5,Yes,2016,No,New,0.35,0.35,1.75,No
60760,China,Angola,Assaulter,AFSV,Armoured vehicles,2015,Yes,10,Yes,2016,No,New,1.3,1.3,13,No
50780,China,Argentina,WZ-551,APC,Armoured vehicles,2008,No,4,No,2010,No,New,0.35,0.35,1.4,No
32375,China,Armenia,WM-80 273mm,self-propelled MRL,Artillery,1999,Yes,4,No,1999,No,New,0.5,0.5,2,No
64513,China,Australia,AW-139,helicopter,Aircraft,2020,Yes,1,No,2021,No,Second hand,6,2.4,2.4,No
59628,China,Bahamas,Tiger AV,APV,Armoured vehicles,2016,Yes,2,No,2017,No,New,0.14,0.14,0.28,No
60112,China,Bahrain,SR-5,self-propelled MRL,Artillery,2015,Yes,4,Yes,2016,Yes,New,1.1,1.1,4.4,No
54459,China,Bangladesh,C-802A,anti-ship/land-attack missile,Missiles,2012,Yes,30,Yes,2014,No,New,1,1,30,No
63222,China,Bangladesh,C-802A,anti-ship/land-attack missile,Missiles,2018,Yes,30,Yes,2019,Yes,New,1,1,30,No
62207,China,Bangladesh,VT-5,tank,Armoured vehicles,2019,No,44,No,2022,No,New,3,3,132,No
63231,China,Bangladesh,Padma,patrol craft,Ships,2019,No,3,Yes,2022,Yes,New,11.6,11.6,34.8,Yes
34992,China,Bangladesh,F-7MG -,fighter aircraft,Aircraft,2006,Yes,16,No,2006,No,New,11,11,176,No
34352,China,Bangladesh,D-30 122mm,towed gun,Artillery,2005,Yes,18,Yes,2006,No,New,0.35,0.35,6.3,No
34352,China,Bangladesh,D-30 122mm,towed gun,Artillery,2005,Yes,36,No,2007,No,New,0.35,0.35,12.6,No
33391,China,Bangladesh,Red Arrow-8,anti-tank missile,Missiles,2000,Yes,114,No,2001,No,New,0.01,0.01,1.14,No
33390,China,Bangladesh,HN-5A,portable SAM,Missiles,2000,Yes,21,No,2001,No,New,0.05,0.05,1.05,No
27947,China,Bangladesh,Hegu,FAC,Ships,1992,Yes,1,No,1992,No,New,15,15,15,No
27934,China,Bangladesh,M-30 122mm,towed gun,Artillery,1991,Yes,42,No,1992,No,New,0.45,0.45,18.9,No
27950,China,Bangladesh,Haizhui,patrol craft,Ships,1995,Yes,1,No,1995,Yes,New,9,9,9,No
27731,China,Bangladesh,F-7M Airguard,fighter aircraft,Aircraft,1996,Yes,3,No,1999,No,New,11,11,33,No
27731,China,Bangladesh,F-7M Airguard,fighter aircraft,Aircraft,1996,Yes,1,No,2000,No,New,11,11,11,No
27694,China,Bangladesh,Type-84 ARV,ARV,Armoured vehicles,1993,Yes,5,Yes,1993,Yes,New,1,1,5,No
25972,China,Bangladesh,HY-2,anti-ship missile,Missiles,1992,Yes,5,Yes,1992,Yes,New,0.7,0.7,3.5,No
25502,China,Bangladesh,Type-59-1 130mm,towed gun,Artillery,1995,Yes,18,No,1996,No,Second hand,0.7,0.28,5.04,No
25200,China,Bangladesh,HN-5A,portable SAM,Missiles,1990,Yes,25,Yes,1992,Yes,New,0.05,0.05,1.25,No
21064,China,Bangladesh,HY-1,anti-ship missile,Missiles,1992,Yes,10,Yes,1992,Yes,New,0.6,0.6,6,No
21062,China,Bangladesh,Huangfen,FAC,Ships,1992,No,1,No,1992,No,New,42.5,42.5,42.5,No
54477,China,Bangladesh,Type-654 -,ARV,Armoured vehicles,2011,No,3,No,2012,No,New,1.5,1.5,4.5,No
53596,China,Bangladesh,C-704,anti-ship missile,Missiles,2011,Yes,8,Yes,2012,Yes,New,0.5,0.5,4,No
53596,China,Bangladesh,C-704,anti-ship missile,Missiles,2011,Yes,8,Yes,2013,Yes,New,0.5,0.5,4,No
39518,China,Bangladesh,Type-90-2M -,tank,Armoured vehicles,2011,No,31,Yes,2013,No,New,3.7,3.7,114.7,No
39518,China,Bangladesh,Type-90-2M -,tank,Armoured vehicles,2011,No,13,Yes,2012,No,New,3.7,3.7,48.1,No
50380,China,Bangladesh,F-7M Airguard,fighter aircraft,Aircraft,2007,No,1,No,2007,No,New,11,11,11,No
54447,China,Bangladesh,FM-90,SAM,Missiles,2010,Yes,75,Yes,2011,No,New,0.15,0.15,11.25,No
39687,China,Bangladesh,FM-90,SAM,Missiles,2004,Yes,20,Yes,2007,Yes,New,0.15,0.15,3,No
39685,China,Bangladesh,C-802,anti-ship missile,Missiles,2005,Yes,10,Yes,2008,No,New,0.9,0.9,9,No
39684,China,Bangladesh,PL-9,SRAAM,Missiles,2005,Yes,4,No,2008,No,New,0.11,0.11,0.44,No
39684,China,Bangladesh,PL-9,SRAAM,Missiles,2005,Yes,10,No,2006,No,New,0.11,0.11,1.1,No
39683,China,Bangladesh,PL-7,SRAAM,Missiles,2005,Yes,88,Yes,2007,Yes,New,0.09,0.09,7.92,No
39683,China,Bangladesh,PL-7,SRAAM,Missiles,2005,Yes,6,Yes,2006,No,New,0.09,0.09,0.54,No
39683,China,Bangladesh,PL-7,SRAAM,Missiles,2005,Yes,6,Yes,2005,Yes,New,0.09,0.09,0.54,No
39688,China,Bangladesh,Type-83 122mm,towed gun,Artillery,2003,Yes,20,No,2004,No,New,0.35,0.35,7,No
55354,China,Bangladesh,Padma,patrol craft,Ships,2011,No,5,Yes,2013,No,New,11.6,11.6,58,Yes
62896,China,Bangladesh,WS-22 122mm,self-propelled MRL,Artillery,2018,No,11,Yes,2019,No,New,0.9,0.9,9.9,No
62896,China,Bangladesh,WS-22 122mm,self-propelled MRL,Artillery,2018,No,20,Yes,2018,Yes,New,0.9,0.9,18,No
58655,China,Bangladesh,Type-056 -,frigate,Ships,2015,No,2,No,2019,No,New,166,166,332,No
60596,China,Bangladesh,Yu-4,anti-ship torpedo,Missiles,2013,Yes,60,Yes,2016,No,New,0.75,0.75,45,No
60461,China,Bangladesh,C-802A,anti-ship/land-attack missile,Missiles,2015,Yes,15,Yes,2019,Yes,New,1,1,15,No
54445,China,Bangladesh,FM-90 SAMS,SAM system,Air defence systems,2010,Yes,2,Yes,2011,No,New,16,16,32,No
58133,China,Bangladesh,WS-22 122mm,self-propelled MRL,Artillery,2013,Yes,6,No,2016,No,New,0.9,0.9,5.4,No
58133,China,Bangladesh,WS-22 122mm,self-propelled MRL,Artillery,2013,Yes,6,Yes,2014,No,New,0.9,0.9,5.4,No
58133,China,Bangladesh,WS-22 122mm,self-propelled MRL,Artillery,2013,Yes,6,No,2015,No,New,0.9,0.9,5.4,No
60157,China,Bangladesh,FM-90,SAM,Missiles,2015,No,75,Yes,2016,No,New,0.15,0.15,11.25,No
60156,China,Bangladesh,FM-90 SAMS,SAM system,Air defence systems,2015,No,2,No,2016,No,New,16,16,32,No
61974,China,Bangladesh,K-8 -,trainer/combat aircraft,Aircraft,2018,No,7,No,2020,No,New,3.5,3.5,24.5,No
33513,China,Bangladesh,Type-056 -,frigate,Ships,2012,No,2,No,2015,No,New,166,166,332,No
63203,China,Bangladesh,Type-053H3,frigate,Ships,2018,No,2,No,2019,No,Second hand,225,90,180,No
60462,China,Bangladesh,HHQ-10,SAM,Missiles,2015,Yes,50,Yes,2019,Yes,New,0.14,0.14,7,No
39477,China,Bangladesh,QW-2,portable SAM,Missiles,2004,No,250,Yes,2007,No,New,0.07,0.07,17.5,No
30100,China,Bangladesh,CJ-6,trainer aircraft,Aircraft,1995,Yes,8,No,1996,No,New,0.19,0.19,1.52,No
58657,China,Bangladesh,HHQ-10,SAM,Missiles,2012,No,50,Yes,2015,Yes,New,0.14,0.14,7,No
58658,China,Bangladesh,C-802A,anti-ship/land-attack missile,Missiles,2012,No,15,Yes,2015,Yes,New,1,1,15,No
54247,China,Bangladesh,F-7MG -,fighter aircraft,Aircraft,2011,No,4,No,2012,No,New,11,11,44,No
54247,China,Bangladesh,F-7MG -,fighter aircraft,Aircraft,2011,No,12,No,2013,No,New,11,11,132,No
57940,China,Bangladesh,K-8 -,trainer/combat aircraft,Aircraft,2013,No,4,No,2014,No,New,3.5,3.5,14,No
57940,China,Bangladesh,K-8 -,trainer/combat aircraft,Aircraft,2013,No,5,No,2015,No,New,3.5,3.5,17.5,No
61602,China,Bangladesh,Type-69G,tank,Armoured vehicles,2009,Yes,19,Yes,2013,Yes,New,2.5,2.5,47.5,No
61602,China,Bangladesh,Type-69G,tank,Armoured vehicles,2009,Yes,19,Yes,2012,Yes,New,2.5,2.5,47.5,No
61602,China,Bangladesh,Type-69G,tank,Armoured vehicles,2009,Yes,5,Yes,2010,No,New,2.5,2.5,12.5,No
61602,China,Bangladesh,Type-69G,tank,Armoured vehicles,2009,Yes,15,Yes,2011,No,New,2.5,2.5,37.5,No
55221,China,Bangladesh,Type-053H2,frigate,Ships,2012,No,2,No,2014,No,Second hand,100,40,80,No
58665,China,Bangladesh,LPC-1 -,corvette,Ships,2014,No,2,No,2017,No,New,65.5,65.5,131,Yes
24219,China,Bangladesh,Project-254,minesweeper,Ships,1993,No,1,No,1994,No,New,20,20,20,No
52987,China,Bangladesh,Type-59G,tank,Armoured vehicles,2009,Yes,24,Yes,2019,Yes,New,2.5,2.5,60,Yes
52987,China,Bangladesh,Type-59G,tank,Armoured vehicles,2009,Yes,30,Yes,2015,No,New,2.5,2.5,75,Yes
52987,China,Bangladesh,Type-59G,tank,Armoured vehicles,2009,Yes,30,Yes,2016,No,New,2.5,2.5,75,Yes
52987,China,Bangladesh,Type-59G,tank,Armoured vehicles,2009,Yes,30,Yes,2017,Yes,New,2.5,2.5,75,Yes
52987,China,Bangladesh,Type-59G,tank,Armoured vehicles,2009,Yes,30,Yes,2014,Yes,New,2.5,2.5,75,Yes
52987,China,Bangladesh,Type-59G,tank,Armoured vehicles,2009,Yes,30,Yes,2018,Yes,New,2.5,2.5,75,Yes
34990,China,Bangladesh,LPC-1 -,corvette,Ships,2011,Yes,2,No,2013,No,New,65.5,65.5,131,No
60158,China,Bangladesh,FN-6,portable SAM,Missiles,2015,Yes,25,Yes,2018,Yes,New,0.08,0.08,2,Yes
60158,China,Bangladesh,FN-6,portable SAM,Missiles,2015,Yes,25,Yes,2019,Yes,New,0.08,0.08,2,Yes
60158,China,Bangladesh,FN-6,portable SAM,Missiles,2015,Yes,25,Yes,2020,Yes,New,0.08,0.08,2,Yes
60158,China,Bangladesh,FN-6,portable SAM,Missiles,2015,Yes,25,Yes,2017,No,New,0.08,0.08,2,Yes
60158,China,Bangladesh,FN-6,portable SAM,Missiles,2015,Yes,150,Yes,2022,Yes,New,0.08,0.08,12,Yes
32025,China,Bangladesh,FM-90N SAMS,naval SAM system,Naval weapons,2004,Yes,1,No,2007,No,New,5,5,5,No
63223,China,Bangladesh,FM-90,SAM,Missiles,2018,Yes,30,Yes,2019,Yes,New,0.15,0.15,4.5,No
66072,China,Bangladesh,FM-90 SAMS,SAM system,Air defence systems,2021,Yes,2,Yes,2022,No,New,16,16,32,No
66076,China,Bangladesh,FM-90,SAM,Missiles,2021,Yes,75,Yes,2022,No,New,0.15,0.15,11.25,No
34993,China,Bangladesh,CJ-6,trainer aircraft,Aircraft,2015,Yes,11,Yes,2016,No,New,0.19,0.19,2.09,No
61062,China,Belarus,VN-3,APV,Armoured vehicles,2016,Yes,5,Yes,2017,No,New,0.14,0.14,0.7,No
61062,China,Belarus,VN-3,APV,Armoured vehicles,2016,Yes,5,Yes,2018,No,New,0.14,0.14,0.7,No
59014,China,Belarus,A-200 301mm TEL,self-propelled MRL,Artillery,2013,Yes,6,Yes,2016,No,New,0.5,0.5,3,Yes
67181,China,Benin,W-86 120mm,mortar,Artillery,2022,No,10,Yes,2022,No,New,0.25,0.25,2.5,No
55820,China,Benin,vehicle engine 100-200,vehicle engine,Engines,2012,Yes,10,Yes,2013,No,New,0.01,0.01,0.1,No
51974,China,Benin,ZFB-05,APC/APV,Armoured vehicles,2008,Yes,2,Yes,2010,Yes,New,0.14,0.14,0.28,No
66305,China,Benin,-CSK 131.00,APC/APV,Armoured vehicles,2022,Yes,6,Yes,2022,Yes,New,0.14,0.14,0.84,No
62033,China,Bolivia,Tiger AV,APV,Armoured vehicles,2018,No,10,No,2018,No,New,0.14,0.14,1.4,No
37950,China,Bolivia,HN-5A,portable SAM,Missiles,1995,Yes,30,Yes,1995,No,New,0.05,0.05,1.5,No
29797,China,Bolivia,D-20 152mm,towed gun,Artillery,1992,No,18,No,1992,No,New,0.5,0.5,9,No
22273,China,Bolivia,M-30 122mm,towed gun,Artillery,1992,No,18,Yes,1992,No,Second hand,0.45,0.18,3.24,No
22273,China,Bolivia,M-30 122mm,towed gun,Artillery,1992,No,18,Yes,1993,No,Second hand,0.45,0.18,3.24,No
51352,China,Bolivia,K-8 -,trainer/combat aircraft,Aircraft,2009,Yes,6,No,2011,No,New,3.5,3.5,21,No
51648,China,Bolivia,Red Arrow-8,anti-tank missile,Missiles,2003,Yes,500,Yes,2003,No,New,0.01,0.01,5,No
59882,China,Bolivia,Tiger AV,APV,Armoured vehicles,2015,No,31,No,2016,No,New,0.14,0.14,4.34,No
53677,China,Bolivia,AS-565,helicopter,Aircraft,2012,No,6,No,2014,No,New,3.25,3.25,19.5,No
27733,China,Bosnia-Herzegovina,Red Arrow-8,anti-tank missile,Missiles,1993,Yes,150,Yes,1993,Yes,New,0.01,0.01,1.5,No
27733,China,Bosnia-Herzegovina,Red Arrow-8,anti-tank missile,Missiles,1993,Yes,150,Yes,1994,Yes,New,0.01,0.01,1.5,No
27732,China,Bosnia-Herzegovina,WZ-91,tank destroyer,Armoured vehicles,1993,Yes,5,Yes,1993,Yes,New,0.9,0.9,4.5,No
27732,China,Bosnia-Herzegovina,WZ-91,tank destroyer,Armoured vehicles,1993,Yes,5,Yes,1994,Yes,New,0.9,0.9,4.5,No
66540,China,Cambodia,Type-90 122mm,self-propelled MRL,Artillery,2021,Yes,8,Yes,2022,Yes,New,0.6,0.6,4.8,No
24311,China,Cambodia,Y-12,light transport aircraft,Aircraft,1994,Yes,2,No,1994,Yes,New,2.5,2.5,5,No
63166,China,Cambodia,Tiger AV,APV,Armoured vehicles,2018,Yes,15,Yes,2018,No,New,0.14,0.14,2.1,No
63166,China,Cambodia,Tiger AV,APV,Armoured vehicles,2018,Yes,5,Yes,2019,No,New,0.14,0.14,0.7,No
51369,China,Cambodia,FN-6,portable SAM,Missiles,2008,Yes,50,Yes,2009,Yes,New,0.08,0.08,4,No
53723,China,Cambodia,AS-565,helicopter,Aircraft,2011,No,12,No,2013,No,New,3.25,3.25,39,No
55383,China,Cambodia,MA-60 -,transport aircraft,Aircraft,2012,No,2,No,2012,No,New,8,8,16,No
40157,China,Cambodia,Lushun,patrol craft,Ships,2007,No,4,Yes,2007,No,New,14,14,56,No
65978,China,Cambodia,SH-1 155mm,self-propelled gun,Artillery,2021,Yes,18,Yes,2022,No,New,1.1,1.1,19.8,No
65976,China,Cambodia,PHL-03 300mm,self-propelled MRL,Artillery,2021,Yes,6,Yes,2022,No,New,1.2,1.2,7.2,No
66047,China,Cambodia,QW-3,portable SAM,Missiles,2020,Yes,288,Yes,2021,No,New,0.1,0.1,28.8,No
57845,China,Cameroon,Z-9WZ,combat helicopter,Aircraft,2013,Yes,4,No,2014,No,New,6,6,24,No
57415,China,Cameroon,Type-07P IFV,IFV,Armoured vehicles,2012,Yes,11,Yes,2013,No,New,1.3,1.3,14.3,No
57415,China,Cameroon,Type-07P IFV,IFV,Armoured vehicles,2012,Yes,7,Yes,2012,Yes,New,1.3,1.3,9.1,No
60039,China,Cameroon,Red Arrow-8,anti-tank missile,Missiles,2013,Yes,50,Yes,2014,Yes,New,0.01,0.01,0.5,No
59978,China,Cameroon,FN-6,portable SAM,Missiles,2012,No,50,Yes,2013,No,New,0.08,0.08,4,No
59967,China,Cameroon,GDF 35mm,anti-aircraft gun,Air defence systems,2012,No,12,Yes,2013,No,New,0.75,0.75,9,No
59968,China,Cameroon,Type-825 GR,fire control radar,Sensors,2012,No,15,Yes,2013,No,New,5,5,75,No
57182,China,Cameroon,P-108,patrol craft,Ships,2013,No,2,No,2014,No,New,22.5,22.5,45,No
55580,China,Cameroon,MA-60 -,transport aircraft,Aircraft,2011,No,2,Yes,2013,Yes,New,8,8,16,No
57416,China,Cameroon,Type-07 APC,APC,Armoured vehicles,2012,Yes,2,Yes,2013,Yes,New,0.35,0.35,0.7,No
57417,China,Cameroon,Assaulter,AFSV,Armoured vehicles,2012,Yes,12,Yes,2014,Yes,New,1.3,1.3,15.6,No
60589,China,Central African Republic,-CSK 131.00,APC/APV,Armoured vehicles,2021,Yes,4,No,2021,No,New,0.14,0.14,0.56,No
62008,China,Central African Republic,-CSK 131.00,APC/APV,Armoured vehicles,2018,No,12,Yes,2018,No,New,0.14,0.14,1.68,No
50290,China,Chad,ZFB-05,APC/APV,Armoured vehicles,2006,Yes,10,Yes,2007,No,New,0.14,0.14,1.4,No
51231,China,Chad,Assaulter,AFSV,Armoured vehicles,2007,Yes,12,Yes,2010,Yes,New,1.3,1.3,15.6,No
50863,China,Chad,WZ-523,APC,Armoured vehicles,2007,Yes,10,Yes,2008,Yes,New,0.22,0.22,2.2,No
58458,China,Chad,Type-81 122mm,self-propelled MRL,Artillery,2006,Yes,6,Yes,2007,Yes,New,0.6,0.6,3.6,No
65094,China,Chad,Type-59G,tank,Armoured vehicles,2020,No,10,Yes,2021,Yes,New,2.5,2.5,25,No
57906,China,Chad,Assaulter,AFSV,Armoured vehicles,2012,Yes,30,No,2013,No,New,1.3,1.3,39,No
52077,China,Congo,ZFB-05,APC/APV,Armoured vehicles,2009,No,9,No,2009,No,New,0.14,0.14,1.26,No
39987,China,Congo,ZFB-05,APC/APV,Armoured vehicles,2005,Yes,1,Yes,2007,Yes,New,0.14,0.14,0.14,No
39987,China,Congo,ZFB-05,APC/APV,Armoured vehicles,2005,Yes,4,Yes,2006,Yes,New,0.14,0.14,0.56,No
65804,China,Cote d'Ivoire,WZ-551,APC,Armoured vehicles,2021,Yes,16,Yes,2022,Yes,New,0.35,0.35,5.6,No
61141,China,Cote d'Ivoire,Predator PC,patrol craft,Ships,2017,Yes,1,No,2017,No,New,4,4,4,No
65127,China,Djibouti,LSM 66m,landing ship,Ships,2019,Yes,1,No,2021,No,New,20,20,20,No
65128,China,Djibouti,Predator PC,patrol craft,Ships,2019,Yes,1,No,2021,No,New,4,4,4,No
59866,China,Djibouti,Y-12,light transport aircraft,Aircraft,2015,No,2,No,2016,No,New,2.5,2.5,5,No
63944,China,Djibouti,FN-6,portable SAM,Missiles,2018,Yes,6,No,2019,No,New,0.08,0.08,0.48,No
58869,China,Djibouti,Assaulter,AFSV,Armoured vehicles,2014,Yes,1,Yes,2015,Yes,New,1.3,1.3,1.3,No
55868,China,Djibouti,MA-60 -,transport aircraft,Aircraft,2013,No,1,No,2014,No,New,8,8,8,No
60209,China,DR Congo,CS-VP-3,APC,Armoured vehicles,2015,Yes,5,No,2015,No,New,0.3,0.3,1.5,No
54313,China,Ecuador,Red Arrow-8,anti-tank missile,Missiles,1993,Yes,50,Yes,1994,Yes,New,0.01,0.01,0.5,No
27842,China,Ecuador,HN-5A,portable SAM,Missiles,1992,No,72,Yes,1994,Yes,New,0.05,0.05,3.6,No
36013,China,Ecuador,CJ-6,trainer aircraft,Aircraft,2005,No,2,No,2006,Yes,New,0.19,0.19,0.38,No
56819,China,Ecuador,YLC-2,air search radar,Sensors,2009,No,1,No,2010,No,Second hand,12,4.8,4.8,No
51611,China,Ecuador,YLC-18,air search radar,Sensors,2009,No,1,No,2010,No,Second hand,7.5,3,3,No
61214,China,Egypt,Wing Loong-1,armed UAV,Aircraft,2016,Yes,2,Yes,2016,No,New,3,3,6,No
61214,China,Egypt,Wing Loong-1,armed UAV,Aircraft,2016,Yes,4,Yes,2018,Yes,New,3,3,12,No
61214,China,Egypt,Wing Loong-1,armed UAV,Aircraft,2016,Yes,4,Yes,2017,Yes,New,3,3,12,No
65208,China,Egypt,TL-2,ASM,Missiles,2016,Yes,50,Yes,2016,Yes,New,0.01,0.01,0.5,No
65208,China,Egypt,TL-2,ASM,Missiles,2016,Yes,75,Yes,2017,Yes,New,0.01,0.01,0.75,No
65208,China,Egypt,TL-2,ASM,Missiles,2016,Yes,75,Yes,2018,Yes,New,0.01,0.01,0.75,No
63225,China,Egypt,Blue Arrow-7,anti-tank missile,Missiles,2016,Yes,75,Yes,2017,Yes,New,0.04,0.04,3,No
63225,China,Egypt,Blue Arrow-7,anti-tank missile,Missiles,2016,Yes,50,Yes,2016,Yes,New,0.04,0.04,2,No
63225,China,Egypt,Blue Arrow-7,anti-tank missile,Missiles,2016,Yes,75,Yes,2018,Yes,New,0.04,0.04,3,No
27971,China,Egypt,JY-9,air search radar,Sensors,1992,Yes,1,Yes,1993,Yes,New,7.5,7.5,7.5,No
37058,China,Egypt,K-8 -,trainer/combat aircraft,Aircraft,2004,No,10,Yes,2009,No,New,3.5,3.5,35,Yes
37058,China,Egypt,K-8 -,trainer/combat aircraft,Aircraft,2004,No,10,Yes,2010,No,New,3.5,3.5,35,Yes
37058,China,Egypt,K-8 -,trainer/combat aircraft,Aircraft,2004,No,10,Yes,2008,No,New,3.5,3.5,35,Yes
37058,China,Egypt,K-8 -,trainer/combat aircraft,Aircraft,2004,No,10,Yes,2007,No,New,3.5,3.5,35,Yes
54826,China,Egypt,ASN-209,UAV,Aircraft,2010,Yes,6,Yes,2012,No,New,0.2,0.2,1.2,Yes
54826,China,Egypt,ASN-209,UAV,Aircraft,2010,Yes,6,Yes,2013,Yes,New,0.2,0.2,1.2,Yes
54826,China,Egypt,ASN-209,UAV,Aircraft,2010,Yes,6,Yes,2014,Yes,New,0.2,0.2,1.2,Yes
30089,China,Egypt,K-8 -,trainer/combat aircraft,Aircraft,1999,No,25,Yes,2004,No,New,3.5,3.5,87.5,Yes
30089,China,Egypt,K-8 -,trainer/combat aircraft,Aircraft,1999,No,6,Yes,2005,No,New,3.5,3.5,21,Yes
30089,China,Egypt,K-8 -,trainer/combat aircraft,Aircraft,1999,No,5,Yes,2001,No,New,3.5,3.5,17.5,Yes
30089,China,Egypt,K-8 -,trainer/combat aircraft,Aircraft,1999,No,19,Yes,2002,No,New,3.5,3.5,66.5,Yes
30089,China,Egypt,K-8 -,trainer/combat aircraft,Aircraft,1999,No,25,Yes,2003,No,New,3.5,3.5,87.5,Yes
26952,China,Egypt,Type-59-1 130mm,towed gun,Artillery,1985,Yes,40,Yes,1993,Yes,New,0.7,0.7,28,Yes
26952,China,Egypt,Type-59-1 130mm,towed gun,Artillery,1985,Yes,40,Yes,1994,Yes,New,0.7,0.7,28,Yes
26952,China,Egypt,Type-59-1 130mm,towed gun,Artillery,1985,Yes,40,Yes,1995,Yes,New,0.7,0.7,28,Yes
26952,China,Egypt,Type-59-1 130mm,towed gun,Artillery,1985,Yes,40,Yes,1992,Yes,New,0.7,0.7,28,Yes
63168,China,Equatorial Guinea,WZ-551,APC,Armoured vehicles,2017,Yes,26,Yes,2018,Yes,New,0.35,0.35,9.1,No
63171,China,Equatorial Guinea,SM-4 120mm,self-propelled mortar,Artillery,2017,Yes,6,Yes,2018,Yes,New,0.6,0.6,3.6,No
